,text,label
1212,Yo game almost Want go soon ,normal
1218,K k also fine complete course ,normal
1220,No 1 Nokia Tone 4 mob every week Just 87021 1st Tone FREE get tell friends tone 16 reply HL ,spam
1221,know ,normal
1223,betta invest anti aging products ,normal
1224,You winner U specially selected 2 receive 1000 cash 4 holiday flights inc speak live operator 2 claim 0871277810810 ,spam
1225,sir receive account another time Sorry delay ,normal
1227,So submitting project rite ,normal
1229,Jus ans lar U later ,normal
1231,got things may pub later ,normal
1232,1 finish meeting call ,normal
1234,Hello sorry makes 2 drum n fun x ,normal
1236,How much getting ,normal
1240,Oh yes I speak 2 u Hmm Did u get email ,normal
1241,I want show world princess ,normal
1242,Nobody decide eat dad wants Chinese ,normal
1243,No shoot I docs waiting room ,normal
1249,I call later network If ,normal
1251,Please CALL 08712402779 immediately urgent message waiting ,spam
1254,What plan ,normal
1257,Am also But pay ,normal
1262,Hungry gay guys feeling hungry 4 Call 08718730555 min To stop texts call 08712460324 min ,spam
1263,No Just remember friend need ,normal
1264,I see half hour ,normal
1267,SERIOUSLY TELL HER THOSE EXACT WORDS RIGHT NOW ,normal
1268,Can U get 2 phone NOW I wanna chat 2 set meet Call NOW 09096102316 U cum JANE xx 1 ,spam
1270,Sorry cell got problem able reply u u ,normal
1271,If still collected dough let know go place sent get control number ,normal
1272,,normal
1275,Wot u 2 u weirdo ,normal
1276,Can ,normal
1278,Can meet 5 As 4 depends wan 2 ,normal
1279,Waiting 4 show 2 start U still busy report ,normal
1281,Am I one stalk profiles ,normal
1283,Yes thought Thanks ,normal
1284,But ,normal
1288,Happy new year u ,normal
1290,Eat done aft lect wat got lect 12 rite ,normal
1292,certificate real date today But publish I shall give special treat keep secret Any way thanks wishes ,normal
1294,u already lar E ,normal
1296,Sure I driving reach destination soon ,normal
1297,K I much 8th Fifty ,normal
1298,Your daily text time ,normal
1301,I tot u reach He said shirt ,normal
1302,FRAN I DECIDED 2 GO N E WAY COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U LOVE P S THIS IS MY DADS NO CREDIT ,normal
1304,Your right I make appointment right ,normal
1305,Designation software developer may get ,normal
1306,Enjoy gold club credits 2 new 2 logos get fun co 16 Help call 09701213186 ,spam
1307,Get 3 Lions England tone reply 4 mono 4 poly 4 go 2 ringtones co original n best Tones network operator rates apply ,spam
1308,I lar busy disturb ,normal
1310,I always even spirit I get soon Just trying sure need ,normal
1311,U r much close heart If u go away shattered stay ,normal
1313,How making pics bigger ,normal
1316,Why nothing anyway give treat ,normal
1318,,normal
1319,Correct So work today ,normal
1322,Oh getting even u u ,normal
1323,I 50 said plus minus 10 Did leave line paragraphs ,normal
1324,Can call Your number shows area I call amp reach 4 clock call ,normal
1325,Yeah jay sort fucking retard ,normal
1327,Ur balance 500 Ur next question Who sang Uptown Girl 80 2 answer ANSWER 83600 Good luck ,spam
1328,My exam 4 Wish great day ,normal
1329,I know come ask questions like mistake ,normal
1330,rush I ask jay ,normal
1331,Good Morning call sir ,normal
1332,It lar U sleep early Nite ,normal
1333,Oh K den meet day ,normal
1336,Sweet may may go meet gauge patty interest ,normal
1337,Then buying today need c meh ,normal
1339,Every week completing ,normal
1342,Yeah I try scrounge something ,normal
1347,She need test ,normal
1349,sexy St George Day pic Jordan PIC 89080 miss every wk saucy celeb 4 pics c co 0870241182716 3 wk ,spam
1350,near wat ,normal
1351,Yo class right ,normal
1354,I Where I go teach class 5 ,normal
1358,If start sending blackberry torch find buyer like month And tell dad buy anyone oh ,normal
1361,say change 2 steamboat U Where r u ,normal
1363,sorry seem busy able go shopping Can please find way get wanted us get Please forgive You reply free via yahoo messenger ,normal
1365,HOT LIVE FANTASIES call 08707509020 Just per min Ltd PO Box 1327 Croydon 0870 k ,spam
1367,I know thing wrong often starts bout good enough ,normal
1370,Hope feeling great fill ,normal
1373,Bears Pic Nick Tom Pete Dick In fact types try gay chat photo upload call 08718730666 min 2 stop texts call 08712460324 ,spam
1374,500 New Mobiles 2004 MUST GO NOKIA No 89545 collect today From ONLY 1 4 biz 087187262701 ,spam
1375,We finally ready ,normal
1379,No 1 Nokia Tone 4 mob every week Just 87021 1st Tone FREE get tell friends tone 16 reply HL ,spam
1380,u ,normal
1381,We spend days waiting ideal path appear front us But forget paths made walking waiting Goodnight ,normal
1385,That I popped ask bout something said Are around wen girl comes ,normal
1386,All e best 4 exam later ,normal
1388,Oh k think players unsold ,normal
1393,Oh ,normal
1395,cool I gentleman treat dignity respect ,normal
1396,Shall start hear ,normal
1398,No check I got detailed message ,normal
1401,Enjoy tuition Gee e second option sounds beta I go den u ,normal
1403,cool We fun practicing making babies ,normal
1404,Actually getting ready leave house ,normal
1405,K k special today ,normal
1406,URGENT IMPORTANT INFORMATION FOR USER TODAY IS YOUR LUCKY DAY 2 FIND OUT WHY LOG ONTO HTTP WWW COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU ,spam
1407,Then gotta ,normal
1413,Dear U invited This final attempt contact u CHAT 86688 Row 18 yrs ,spam
1420,No She currently ,normal
1421,Do work week ,normal
1422,Congratulations awarded either 500 CD gift vouchers Free entry 2 100 weekly draw MUSIC 87066 com 1 ,spam
1425,I mu like gt seconds ,normal
1426,,normal
1433,You intrepid duo Have great time see soon ,normal
1434,I asked sen come search job ,normal
1435,Dad went ,normal
1439,In fact leave I think goes back school wed ,normal
1442,Its u ,normal
1443,Free 1st week entry 2 4 chance 2 win iPod 250 cash every wk POD 84128 Ts Cs net 08712405020 ,spam
1444,Those ducking chinchillas ,normal
1446,Looks like u b getting leaving bout 2 u r desperate company I could head earlier meet rummer ,normal
1448,As registered subscriber draw 4 100 gift voucher entered receipt correct ans 80062 Whats BBC charts ,spam
1449,say ,normal
1450,comes ,normal
1455,Summers finally Fancy chat flirt sexy singles yr area To get MATCHED reply SUMMER Free 2 Join STOP ,spam
1459,Bought one ringtone getting texts costing 3 pound offering tones etc ,spam
1462,09066362231 URGENT Your mobile No 2 000 bonus caller prize 02 06 03 2nd attempt reach YOU call 09066362231 ASAP ,spam
1463,good later come find C lucky told go earlier Later take finish ,normal
1464,Wat makes u fall But actually quite prone 2 falls Lucky dad home ask come n fetch already ,normal
1465,YOU 07801543489 guaranteed Nokia Phone iPod player 500 prize word COLLECT No 83355 TC NY USA Mt ,spam
1467,I wont touch permission ,normal
1470,Take small dose tablet fever ,normal
1471,Oh U must taken REAL Valentine shopping first ,normal
1472,Just sent email address right ,normal
1474,Friendship game play It word say It start March ends May It tomorrow yesterday today e ,normal
1477,Why keeping away like ,normal
1478,I think far find Check google maps place dorm ,normal
1481,I guy compulsory ,normal
1482,,normal
1484,Sorry I call later ,normal
1489,receive ,normal
1490,Cant believe said many things morning really wanted say good morning love Have beautiful morning See library later ,normal
1492,In end might still vomit okay Not everything come ,normal
1493,How money thing ,normal
1495,Hey gals Anyone u going e driving ,normal
1496,I always yahoo messenger Just send message get may send mobile mode get And reply ,normal
1500,Host based systems ,normal
1501,HOT LIVE FANTASIES call 08707509020 Just per min Ltd PO Box 1327 Croydon 0870 national rate call ,spam
1505,Total video converter free download type google search ,normal
1506,Thanks Vote Now sing along stars Karaoke mobile For FREE link reply SING ,spam
1508,Sounds like something someone testing would ,normal
1509,When u love someone make love u much u But Love much want loved anyone except nit ,normal
1514,K best congrats ,normal
1515,I wonder get text ,normal
1516,I need come home give good ,normal
1518,Shall ask one thing mistake ,normal
1519,Check e Sarcasm ,normal
1520,URGENT Your Mobile No awarded 2 000 Bonus Caller Prize 1 08 03 This 2nd attempt contact YOU Call 0871 4719 523 BT National Rate ,spam
1523,Yup ,normal
1524,Hi cts employee ,normal
1528,Hey happen de Are alright ,normal
1529,Should I picked receipt something earlier ,normal
1531,Oh dang I mean send ,normal
1534,Remember day ,normal
1535,You Nokia This get win FREE auction To take part send Nokia 86021 HG Row 16 ,spam
1540,K come done ,normal
1543,Hello Orange For 1 month free access games news sport plus 10 free texts 20 photo messages reply YES Terms apply orange co ow ,spam
1545,Good afternoon love Any job prospects Are missing What Are lazy bleak Or happy filled love ,normal
1546,disturb u anymore ,normal
1552,U ,normal
1553,dear Did call ,normal
1556,Good sleep rhythm The person establish rhythm body learn use If want know ,normal
1557,Wat r u ,normal
1558,Message I Truro Hospital ext You phone I phone side ,normal
1559,Single line big meaning Miss anything 4 Best Life ,normal
1563,Get ready put excellent sub face ,normal
1566,I late I ,normal
1567,whatever pretty pissed ,normal
1569,I much image class ,normal
1571,Near office ,normal
1572,Ur cash balance currently 500 pounds maximize cash send GO 86688 CC 08718720201 HG Row ,spam
1573,AUCTION A BRAND NEW Nokia 7250 4 auction today Auction FREE 2 join take part NOKIA 86021 HG Row ,spam
1575,Sounds Can u fast ,normal
1581,room something ,normal
1582,Yep house see Sunday 3 ,normal
1583,It cool let know kicks around gt I day ,normal
1584,Sorry I call later ,normal
1588,At 4 Let go bill millers ,normal
1591,That honeymoon outfit ,normal
1592,Will help propose going back tomorrow ,normal
1593,PRIVATE Your 2003 Account Statement shows 800 redeemed S I M points Call 08719899230 Identifier Code 41685 Expires 07 11 04 ,spam
1595,confirm time collect ,normal
1597,URGENT Your Mobile number awarded 2000 prize GUARANTEED Call 09061790121 land line Claim 3030 Valid ,spam
1599,Yeah probably I still gotta check ,normal
1600,K special ,normal
1605,When came hostel ,normal
1606,prob I come lunch ,normal
1609,You ready big day tomorrow ,normal
1610,I probably around mu lot ,normal
1611,645 ,normal
1613,dude u guys ,normal
1615,Mm food ,normal
1617,Did u download app ,normal
1619,Friends u stay chat ,normal
1622,U secret admirer looking 2 make contact U find R reveal thinks UR special call 09058094599 ,spam
1626,Dear Are ,normal
1628,Yes princess I want make happy ,normal
1630,I going film At Sorry ,normal
1631,We watching movie already wants 2 shop shopping w ,normal
1633,Yesterday Now going home ,normal
1634,Eerie Nokia tones TONE TITLE 8007 TONE DRACULA 8007 Titles GHOST EXORCIST TWILIGHT co ,spam
1639,kinda hope u like 2 keep company got cam wanna c pic reply DATE 82242 08712317606 stop 82242 ,spam
1640,Alright set text man ,normal
1641,Hi We keen go kind feel go mind ,normal
1643,U WILL SWITCH YOUR ON DAMMIT ,normal
1644,India take lead ,normal
1645,I post In class ,normal
1646,wat Wright Brother fly ,normal
1649,ITS A LAPTOP TAKE IT WITH YOU ,normal
1652,For chance win 250 cash every wk ACTION 80608 T C 08712405022 wk ,spam
1655,At 7 go ,normal
1657,S one good partnership going take lead ,normal
1658,This 2nd attempt contact U U WON 1250 CALL 09071512433 050703 T 7 50 ,spam
1659,Yeah class ,normal
1662,Hi 4 saucy daytime fun busty married woman Am free next week Chat 2 sort time 09099726429 1 ,spam
1663,S mostly like ,normal
1664,v fan ,normal
1666,Guess spent last night phasing fourth dimension ,normal
